acc1,epoch,loss,model_id
16.309999465942383,0.0,4.318062812767029,2.0
25.18000030517578,1.0,3.6510484275245667,2.0
32.59000015258789,2.0,3.15235058259964,2.0
35.12999725341797,3.0,3.0293964156341553,2.0
36.77000045776367,4.0,2.907497445716858,2.0
37.69199752807617,5.0,2.870342730808258,2.0
39.8859977722168,6.0,2.7234254497528076,2.0
38.35799789428711,7.0,2.8158153897857665,2.0
42.27199935913086,8.0,2.5912199993133544,2.0
43.391998291015625,9.0,2.557657262134552,2.0
43.81599807739258,10.0,2.519379295749664,2.0
42.8120002746582,11.0,2.5534925640392303,2.0
44.709999084472656,12.0,2.445379168548584,2.0
45.36199951171875,13.0,2.4322529026794433,2.0
45.194000244140625,14.0,2.420257134227753,2.0
46.06999969482422,15.0,2.383038699398041,2.0
46.47200012207031,16.0,2.3730536230373382,2.0
46.77000045776367,17.0,2.356593434715271,2.0
47.194000244140625,18.0,2.3163124101257324,2.0
49.72200012207031,19.0,2.1889936490345003,2.0
49.34199905395508,20.0,2.1999904005622866,2.0
50.4219970703125,21.0,2.148186891450882,2.0
50.45399856567383,22.0,2.1332535017204286,2.0
51.04999923706055,23.0,2.1204293014907836,2.0
51.652000427246094,24.0,2.083284455356598,2.0
50.9379997253418,25.0,2.109780001573563,2.0
51.54800033569336,26.0,2.0877383416366575,2.0
51.79800033569336,27.0,2.0654305889987947,2.0
52.4739990234375,28.0,2.056852516670227,2.0
52.3120002746582,29.0,2.0511186045265197,2.0
52.96799850463867,30.0,2.015183238573074,2.0
53.327999114990234,31.0,1.9811069141578674,2.0
54.211997985839844,32.0,1.948209076681137,2.0
54.365997314453125,33.0,1.9423060040187836,2.0
54.551998138427734,34.0,1.937626599597931,2.0
53.26599884033203,35.0,2.0035225847434996,2.0
55.513999938964844,36.0,1.8782887109851838,2.0
55.30999755859375,37.0,1.8881849596214295,2.0
55.59599685668945,38.0,1.8958792299842835,2.0
55.697998046875,39.0,1.876665584936142,2.0
56.54399871826172,40.0,1.8360780359649658,2.0
56.77199935913086,41.0,1.815838389377594,2.0
56.81999969482422,42.0,1.8261392267608643,2.0
56.84599685668945,43.0,1.8274583049488067,2.0
57.507999420166016,44.0,1.7930930758190156,2.0
57.2599983215332,45.0,1.8188936772727966,2.0
56.513999938964844,46.0,1.8334771344089509,2.0
58.3859977722168,47.0,1.747208357591629,2.0
57.99199676513672,48.0,1.7534754214286805,2.0
58.32600021362305,49.0,1.7322189930725098,2.0
58.03199768066406,50.0,1.7515252053833008,2.0
58.69999694824219,51.0,1.7211084557724,2.0
58.959999084472656,52.0,1.718501099538803,2.0
59.50199890136719,53.0,1.6912789468002318,2.0
59.00599670410156,54.0,1.715544198513031,2.0
59.65399932861328,55.0,1.6766517107486725,2.0
59.44199752807617,56.0,1.6898905784606935,2.0
60.7239990234375,57.0,1.6301770527744293,2.0
60.49799728393555,58.0,1.6514287159442902,2.0
60.93000030517578,59.0,1.6314339572334289,2.0
60.56399917602539,60.0,1.6421235117435455,2.0
60.60599899291992,61.0,1.6410818148612976,2.0
61.74399948120117,62.0,1.5838092893981934,2.0
61.817996978759766,63.0,1.5873664365386964,2.0
61.80399703979492,64.0,1.5893728827285767,2.0
61.39399719238281,65.0,1.6018792969226838,2.0
62.093997955322266,66.0,1.5715507646369935,2.0
61.933998107910156,67.0,1.5792316252040863,2.0
62.444000244140625,68.0,1.5592162494087218,2.0
62.58399963378906,69.0,1.5389025090694428,2.0
62.47599792480469,70.0,1.545462793045044,2.0
63.10599899291992,71.0,1.5202614452838898,2.0
62.917999267578125,72.0,1.5383735097312927,2.0
62.94199752807617,73.0,1.5352053147697449,2.0
63.37999725341797,74.0,1.500271046037674,2.0
63.81999969482422,75.0,1.4936508814811706,2.0
63.757999420166016,76.0,1.496130566368103,2.0
63.5099983215332,77.0,1.5078805620479583,2.0
64.09600067138672,78.0,1.4715440107154847,2.0
64.22799682617188,79.0,1.4691688695907592,2.0
64.26799774169922,80.0,1.475246882724762,2.0
64.50599670410156,81.0,1.464953100194931,2.0
64.39799499511719,82.0,1.4580694073200227,2.0
64.58799743652344,83.0,1.4572173698425293,2.0
64.8219985961914,84.0,1.4608286175727845,2.0
65.10399627685547,85.0,1.4370811702346802,2.0
64.98400115966797,86.0,1.4376137987422943,2.0
65.02999877929688,87.0,1.4382558228111266,2.0
65.76200103759766,88.0,1.4078482892608644,2.0
65.60399627685547,89.0,1.4129126127815246,2.0
65.61599731445312,90.0,1.4137813570785522,2.0
65.2959976196289,91.0,1.4148505367660522,2.0
65.81399536132812,92.0,1.4102345802211762,2.0
65.96199798583984,93.0,1.391397296028137,2.0
65.95600128173828,94.0,1.3962642228507995,2.0
66.09600067138672,95.0,1.3772845879650115,2.0
66.44999694824219,96.0,1.3696783320522308,2.0
66.43000030517578,97.0,1.3663273489189147,2.0
66.76200103759766,98.0,1.3518757824325562,2.0
66.46399688720703,99.0,1.3713262834358215,2.0
66.73999786376953,100.0,1.3562406806278229,2.0
66.97000122070312,101.0,1.3405432892799378,2.0
67.05599975585938,102.0,1.340508688097,2.0
67.02400207519531,103.0,1.3380933691215515,2.0
